   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.65065,             0.60513,             0.70251,             0.33841,            0.051178,            0.013985,           0.0039948,             0.00334,             0.15135,             0.74832,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.01041,             0.54703,             0.27739,                   0,             0.04591,             0.75544,                   0,                   0,                   0,                 0.5,             0.85834,             0.04266,                   0,                   3
             0.86302,             0.91026,             0.90419,             0.46313,             0.04156,            0.010063,          0.00093575,                0.01,                 0.1,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                 0.9,                   0,                   0,                   0,                 0.5,                   1,                 0.1,                   0,                   3
             0.84748,              0.8359,             0.83993,             0.44594,            0.037213,           0.0086288,           0.0008235,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.86302,             0.91026,             0.90419,             0.46313,             0.04156,            0.010063,          0.00093575,                0.01,                 0.1,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                 0.9,                   0,                   0,                   0,                 0.5,                   1,                 0.1,                 0.1,                   3
             0.74372,             0.63803,             0.72976,             0.31388,            0.051455,            0.015263,           0.0043655,             0.00258,                0.17,               0.779,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,              0.0188,               0.704,                0.36,                   0,              0.0902,               0.491,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.96519,             0.91724,             0.96274,              0.6376,            0.036214,           0.0065117,           0.0012003,                0.01,                 0.1,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   3
             0.51714,             0.59231,              0.5787,             0.21558,            0.060422,            0.018158,           0.0010033,            0.034631,             0.15617,             0.72149,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.093067,           0.0012486,             0.40602,              29.334,              0.7897,             0.62979,              2.9841,          6.8086e-05,             0.72684,             0.37213,             0.40613,             0.27037,             0.69186,                   3
             0.53459,             0.53448,             0.47949,             0.11834,            0.075399,            0.010384,          0.00054865,            0.076908,            0.052358,             0.96714,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.081276,              0.5782,             0.65616,              35.988,             0.24508,             0.75193,              3.2793,          0.00023252,            0.048955,            0.027633,             0.19379,              0.9559,             0.49483,                   3
             0.67278,             0.74198,             0.63497,              0.3153,            0.066982,            0.012131,           0.0010826,            0.085203,             0.68712,              0.8232,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.018004,             0.66412,             0.26223,              24.499,             0.27496,             0.64979,              7.1783,           0.0004775,             0.41297,             0.64389,             0.43422,              0.1734,            0.082157,                   3
             0.82364,             0.87179,             0.85504,             0.30007,            0.054161,             0.01021,            0.001099,            0.089523,             0.45714,             0.74159,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.044554,             0.82772,             0.37753,              16.379,             0.08056,             0.52273,              3.0125,          9.4854e-05,             0.89624,             0.46406,             0.99652,             0.38757,             0.81214,                   3
