               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13529,            0.020693,            0.027676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.069069,           0.0010688,           0.0010688
                   1,             0.11473,            0.019851,            0.020054,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037048,           0.0020482,           0.0020482
                   2,            0.086604,            0.025101,            0.017698,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049028,           0.0029028,           0.0029028
                   3,            0.077931,            0.025798,            0.015981,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027731,           0.0027731,           0.0027731
                   4,            0.073313,            0.025166,            0.014626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027731,           0.0027731,           0.0027731
                   5,            0.070637,            0.023695,            0.012842,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025841,           0.0025841,           0.0025841
                   6,            0.068074,            0.022829,           0.0098799,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023952,           0.0023952,           0.0023952
                   7,            0.066739,            0.021982,           0.0086106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022062,           0.0022062,           0.0022062
                   8,             0.06366,            0.020596,           0.0077844,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0020172,           0.0020172,           0.0020172
                   9,            0.062697,            0.020351,           0.0062756,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018283,           0.0018283,           0.0018283
                  10,            0.061753,            0.019194,            0.005768,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0016393,           0.0016393,           0.0016393
                  11,            0.059766,            0.019177,           0.0049762,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014503,           0.0014503,           0.0014503
                  12,            0.059736,            0.018496,           0.0047476,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0012614,           0.0012614,           0.0012614
                  13,            0.058655,            0.018247,           0.0042711,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0010724,           0.0010724,           0.0010724
                  14,            0.056696,            0.017631,           0.0039061,             0.67286,             0.76238,               0.703,             0.26333,            0.049288,            0.014107,           0.0016582,          0.00088344,          0.00088344,          0.00088344
                   0,             0.13176,            0.019609,            0.025496,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0712,              0.0032,              0.0032
                   1,            0.091344,            0.023769,             0.01733,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.04111,             0.00611,             0.00611
                   2,            0.078549,            0.021064,            0.010565,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010624,            0.008624,            0.008624
                   3,            0.073614,            0.018183,           0.0055263,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0082,              0.0082,              0.0082
                   4,             0.06888,            0.017571,           0.0045355,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0082,              0.0082,              0.0082
                   5,             0.06338,             0.01542,            0.003626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0076,              0.0076,              0.0076
                   6,            0.060476,            0.014449,            0.003565,                   0,                   0,                   0,                   0,                   0,                   0,                   0,               0.007,               0.007,               0.007
                   7,            0.057127,            0.014425,           0.0029106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0064,              0.0064,              0.0064
                   8,            0.053581,             0.01389,           0.0024856,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0058,              0.0058,              0.0058
                   9,             0.05212,            0.013304,           0.0024192,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0052,              0.0052,              0.0052
                  10,            0.050044,            0.012846,           0.0022226,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0046,              0.0046,              0.0046
                  11,            0.049944,            0.012341,            0.001696,                   0,                   0,                   0,                   0,                   0,                   0,                   0,               0.004,               0.004,               0.004
                  12,             0.04531,            0.011443,           0.0016367,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0034,              0.0034,              0.0034
                  13,            0.045856,            0.012118,           0.0014473,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0028,              0.0028,              0.0028
                  14,            0.043377,            0.011544,           0.0017013,             0.80081,             0.79744,             0.79625,             0.34635,            0.041561,           0.0091896,           0.0040436,              0.0022,              0.0022,              0.0022
                   0,              0.1253,            0.021083,            0.024486,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              0.0712,              0.0032,              0.0032
                   1,            0.080148,            0.025257,            0.013926,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041071,            0.006071,            0.006071
                   2,            0.071776,            0.020073,           0.0058224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010506,           0.0085064,           0.0085064
                   3,            0.065217,            0.016913,            0.003083,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                   4,            0.059633,             0.01418,           0.0023001,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
